trade_id,phase,config_id,entry_time,exit_time,direction,entry_price,exit_price,pnl_net_r,slippage_pips
tr_v46_035,TRAIN,cfg_v46_top_001,2020-06-20 08:30:00,2020-06-20 10:15:00,LONG,1.12340,1.12540,2.00,0.2
tr_v46_036,TRAIN,cfg_v46_top_001,2020-06-25 08:30:00,2020-06-25 10:15:00,SHORT,1.12350,1.12450,-1.00,0.2
tr_v46_037,TRAIN,cfg_v46_top_001,2020-06-30 08:30:00,2020-06-30 10:15:00,LONG,1.12360,1.12560,2.00,0.2
tr_v46_038,TRAIN,cfg_v46_top_001,2020-07-05 08:30:00,2020-07-05 10:15:00,SHORT,1.12370,1.12170,2.00,0.2
tr_v46_039,TRAIN,cfg_v46_top_001,2020-07-10 08:30:00,2020-07-10 10:15:00,LONG,1.12380,1.12580,2.00,0.2
tr_v46_040,TRAIN,cfg_v46_top_001,2020-07-15 08:30:00,2020-07-15 10:15:00,SHORT,1.12390,1.12190,2.00,0.2
tr_v46_041,TRAIN,cfg_v46_top_001,2020-07-20 08:30:00,2020-07-20 10:15:00,LONG,1.12400,1.12300,-1.00,0.2
tr_v46_042,TRAIN,cfg_v46_top_001,2020-07-25 08:30:00,2020-07-25 10:15:00,SHORT,1.12410,1.12210,2.00,0.2
tr_v46_043,TRAIN,cfg_v46_top_001,2020-07-30 08:30:00,2020-07-30 10:15:00,LONG,1.12420,1.12620,2.00,0.2
tr_v46_044,TRAIN,cfg_v46_top_001,2020-08-04 08:30:00,2020-08-04 10:15:00,SHORT,1.12430,1.12230,2.00,0.2
tr_v46_045,TRAIN,cfg_v46_top_001,2020-08-09 08:30:00,2020-08-09 10:15:00,LONG,1.12440,1.12640,2.00,0.2
tr_v46_046,TRAIN,cfg_v46_top_001,2020-08-14 08:30:00,2020-08-14 10:15:00,SHORT,1.12450,1.12550,-1.00,0.2
tr_v46_047,TRAIN,cfg_v46_top_001,2020-08-19 08:30:00,2020-08-19 10:15:00,LONG,1.12460,1.12660,2.00,0.2
tr_v46_048,TRAIN,cfg_v46_top_001,2020-08-24 08:30:00,2020-08-24 10:15:00,SHORT,1.12470,1.12270,2.00,0.2
tr_v46_049,TRAIN,cfg_v46_top_001,2020-08-29 08:30:00,2020-08-29 10:15:00,LONG,1.12480,1.12680,2.00,0.2
tr_v46_050,TRAIN,cfg_v46_top_001,2020-09-03 08:30:00,2020-09-03 10:15:00,SHORT,1.12490,1.12290,2.00,0.2
tr_v46_051,TRAIN,cfg_v46_top_001,2020-09-08 08:30:00,2020-09-08 10:15:00,LONG,1.12500,1.12400,-1.00,0.2
tr_v46_052,TRAIN,cfg_v46_top_001,2020-09-13 08:30:00,2020-09-13 10:15:00,SHORT,1.12510,1.12310,2.00,0.2
tr_v46_053,TRAIN,cfg_v46_top_001,2020-09-18 08:30:00,2020-09-18 10:15:00,LONG,1.12520,1.12720,2.00,0.2
tr_v46_054,TRAIN,cfg_v46_top_001,2020-09-23 08:30:00,2020-09-23 10:15:00,SHORT,1.12530,1.12330,2.00,0.2
tr_v46_055,TRAIN,cfg_v46_top_001,2020-09-28 08:30:00,2020-09-28 10:15:00,LONG,1.12540,1.12740,2.00,0.2
tr_v46_056,TRAIN,cfg_v46_top_001,2020-10-03 08:30:00,2020-10-03 10:15:00,SHORT,1.12550,1.12650,-1.00,0.2
tr_v46_057,TRAIN,cfg_v46_top_001,2020-10-08 08:30:00,2020-10-08 10:15:00,LONG,1.12560,1.12760,2.00,0.2
tr_v46_058,TRAIN,cfg_v46_top_001,2020-10-13 08:30:00,2020-10-13 10:15:00,SHORT,1.12570,1.12370,2.00,0.2
tr_v46_059,TRAIN,cfg_v46_top_001,2020-10-18 08:30:00,2020-10-18 10:15:00,LONG,1.12580,1.12780,2.00,0.2
tr_v46_060,TRAIN,cfg_v46_top_001,2020-10-23 08:30:00,2020-10-23 10:15:00,SHORT,1.12590,1.12390,2.00,0.2
tr_v46_061,TRAIN,cfg_v46_top_001,2020-10-28 08:30:00,2020-10-28 10:15:00,LONG,1.12600,1.12500,-1.00,0.2
tr_v46_062,TRAIN,cfg_v46_top_001,2020-11-02 08:30:00,2020-11-02 10:15:00,SHORT,1.12610,1.12410,2.00,0.2
tr_v46_063,TRAIN,cfg_v46_top_001,2020-11-07 08:30:00,2020-11-07 10:15:00,LONG,1.12620,1.12820,2.00,0.2
tr_v46_064,TRAIN,cfg_v46_top_001,2020-11-12 08:30:00,2020-11-12 10:15:00,SHORT,1.12630,1.12430,2.00,0.2
tr_v46_065,TRAIN,cfg_v46_top_001,2020-11-17 08:30:00,2020-11-17 10:15:00,LONG,1.12640,1.12840,2.00,0.2
tr_v46_066,TRAIN,cfg_v46_top_001,2020-11-22 08:30:00,2020-11-22 10:15:00,SHORT,1.12650,1.12750,-1.00,0.2
tr_v46_067,TRAIN,cfg_v46_top_001,2020-11-27 08:30:00,2020-11-27 10:15:00,LONG,1.12660,1.12860,2.00,0.2
tr_v46_068,TRAIN,cfg_v46_top_001,2020-12-02 08:30:00,2020-12-02 10:15:00,SHORT,1.12670,1.12470,2.00,0.2
tr_v46_069,TRAIN,cfg_v46_top_001,2020-12-07 08:30:00,2020-12-07 10:15:00,LONG,1.12680,1.12880,2.00,0.2
tr_v46_070,TRAIN,cfg_v46_top_001,2020-12-12 08:30:00,2020-12-12 10:15:00,SHORT,1.12690,1.12490,2.00,0.2
tr_v46_071,TRAIN,cfg_v46_top_001,2020-12-17 08:30:00,2020-12-17 10:15:00,LONG,1.12700,1.12600,-1.00,0.2
tr_v46_072,TRAIN,cfg_v46_top_001,2020-12-22 08:30:00,2020-12-22 10:15:00,SHORT,1.12710,1.12510,2.00,0.2
tr_v46_073,TRAIN,cfg_v46_top_001,2020-12-27 08:30:00,2020-12-27 10:15:00,LONG,1.12720,1.12920,2.00,0.2
tr_v46_074,TRAIN,cfg_v46_top_001,2021-01-01 08:30:00,2021-01-01 10:15:00,SHORT,1.12730,1.12530,2.00,0.2
tr_v46_075,TRAIN,cfg_v46_top_001,2021-01-06 08:30:00,2021-01-06 10:15:00,LONG,1.12740,1.12940,2.00,0.2
tr_v46_076,TRAIN,cfg_v46_top_001,2021-01-11 08:30:00,2021-01-11 10:15:00,SHORT,1.12750,1.12850,-1.00,0.2
tr_v46_077,TRAIN,cfg_v46_top_001,2021-01-16 08:30:00,2021-01-16 10:15:00,LONG,1.12760,1.12960,2.00,0.2
tr_v46_078,TRAIN,cfg_v46_top_001,2021-01-21 08:30:00,2021-01-21 10:15:00,SHORT,1.12770,1.12570,2.00,0.2
tr_v46_079,TRAIN,cfg_v46_top_001,2021-01-26 08:30:00,2021-01-26 10:15:00,LONG,1.12780,1.12980,2.00,0.2
tr_v46_080,TRAIN,cfg_v46_top_001,2021-01-31 08:30:00,2021-01-31 10:15:00,SHORT,1.12790,1.12590,2.00,0.2
tr_v46_081,TRAIN,cfg_v46_top_001,2021-02-05 08:30:00,2021-02-05 10:15:00,LONG,1.12800,1.12700,-1.00,0.2
tr_v46_082,TRAIN,cfg_v46_top_001,2021-02-10 08:30:00,2021-02-10 10:15:00,SHORT,1.12810,1.12610,2.00,0.2
tr_v46_083,TRAIN,cfg_v46_top_001,2021-02-15 08:30:00,2021-02-15 10:15:00,LONG,1.12820,1.13020,2.00,0.2
tr_v46_084,TRAIN,cfg_v46_top_001,2021-02-20 08:30:00,2021-02-20 10:15:00,SHORT,1.12830,1.12630,2.00,0.2
tr_v46_085,TRAIN,cfg_v46_top_001,2021-02-25 08:30:00,2021-02-25 10:15:00,LONG,1.12840,1.13040,2.00,0.2
tr_v46_086,TRAIN,cfg_v46_top_001,2021-03-02 08:30:00,2021-03-02 10:15:00,SHORT,1.12850,1.12950,-1.00,0.2
tr_v46_087,TRAIN,cfg_v46_top_001,2021-03-07 08:30:00,2021-03-07 10:15:00,LONG,1.12860,1.13060,2.00,0.2
tr_v46_088,TRAIN,cfg_v46_top_001,2021-03-12 08:30:00,2021-03-12 10:15:00,SHORT,1.12870,1.12670,2.00,0.2
tr_v46_089,TRAIN,cfg_v46_top_001,2021-03-17 08:30:00,2021-03-17 10:15:00,LONG,1.12880,1.13080,2.00,0.2
tr_v46_090,TRAIN,cfg_v46_top_001,2021-03-22 08:30:00,2021-03-22 10:15:00,SHORT,1.12890,1.12690,2.00,0.2
tr_v46_091,TRAIN,cfg_v46_top_001,2021-03-27 08:30:00,2021-03-27 10:15:00,LONG,1.12900,1.12800,-1.00,0.2
tr_v46_092,TRAIN,cfg_v46_top_001,2021-04-01 08:30:00,2021-04-01 10:15:00,SHORT,1.12910,1.12710,2.00,0.2
tr_v46_093,TRAIN,cfg_v46_top_001,2021-04-06 08:30:00,2021-04-06 10:15:00,LONG,1.12920,1.13120,2.00,0.2
tr_v46_094,TRAIN,cfg_v46_top_001,2021-04-11 08:30:00,2021-04-11 10:15:00,SHORT,1.12930,1.12730,2.00,0.2
tr_v46_095,TRAIN,cfg_v46_top_001,2021-04-16 08:30:00,2021-04-16 10:15:00,LONG,1.12940,1.13140,2.00,0.2
tr_v46_096,TRAIN,cfg_v46_top_001,2021-04-21 08:30:00,2021-04-21 10:15:00,SHORT,1.12950,1.13050,-1.00,0.2
tr_v46_097,TRAIN,cfg_v46_top_001,2021-04-26 08:30:00,2021-04-26 10:15:00,LONG,1.12960,1.13160,2.00,0.2
tr_v46_098,TRAIN,cfg_v46_top_001,2021-05-01 08:30:00,2021-05-01 10:15:00,SHORT,1.12970,1.12770,2.00,0.2
tr_v46_099,TRAIN,cfg_v46_top_001,2021-05-06 08:30:00,2021-05-06 10:15:00,LONG,1.12980,1.13180,2.00,0.2
tr_v46_100,TRAIN,cfg_v46_top_001,2021-05-11 08:30:00,2021-05-11 10:15:00,SHORT,1.12990,1.12790,2.00,0.2
tr_v46_101,TRAIN,cfg_v46_top_001,2021-05-16 08:30:00,2021-05-16 10:15:00,LONG,1.13000,1.12900,-1.00,0.2
tr_v46_102,TRAIN,cfg_v46_top_001,2021-05-21 08:30:00,2021-05-21 10:15:00,SHORT,1.13010,1.12810,2.00,0.2
tr_v46_103,TRAIN,cfg_v46_top_001,2021-05-26 08:30:00,2021-05-26 10:15:00,LONG,1.13020,1.13220,2.00,0.2
tr_v46_104,TRAIN,cfg_v46_top_001,2021-05-31 08:30:00,2021-05-31 10:15:00,SHORT,1.13030,1.12830,2.00,0.2
tr_v46_105,TRAIN,cfg_v46_top_001,2021-06-05 08:30:00,2021-06-05 10:15:00,LONG,1.13040,1.13240,2.00,0.2
tr_v46_106,TRAIN,cfg_v46_top_001,2021-06-10 08:30:00,2021-06-10 10:15:00,SHORT,1.13050,1.13150,-1.00,0.2
tr_v46_107,TRAIN,cfg_v46_top_001,2021-06-15 08:30:00,2021-06-15 10:15:00,LONG,1.13060,1.13260,2.00,0.2
tr_v46_108,TRAIN,cfg_v46_top_001,2021-06-20 08:30:00,2021-06-20 10:15:00,SHORT,1.13070,1.12870,2.00,0.2
tr_v46_109,TRAIN,cfg_v46_top_001,2021-06-25 08:30:00,2021-06-25 10:15:00,LONG,1.13080,1.13280,2.00,0.2
tr_v46_110,TRAIN,cfg_v46_top_001,2021-06-30 08:30:00,2021-06-30 10:15:00,SHORT,1.13090,1.12890,2.00,0.2
tr_v46_111,TRAIN,cfg_v46_top_001,2021-07-05 08:30:00,2021-07-05 10:15:00,LONG,1.13100,1.13000,-1.00,0.2
tr_v46_112,TRAIN,cfg_v46_top_001,2021-07-10 08:30:00,2021-07-10 10:15:00,SHORT,1.13110,1.12910,2.00,0.2
tr_v46_113,TRAIN,cfg_v46_top_001,2021-07-15 08:30:00,2021-07-15 10:15:00,LONG,1.13120,1.13320,2.00,0.2
tr_v46_114,TRAIN,cfg_v46_top_001,2021-07-20 08:30:00,2021-07-20 10:15:00,SHORT,1.13130,1.12930,2.00,0.2
tr_v46_115,TRAIN,cfg_v46_top_001,2021-07-25 08:30:00,2021-07-25 10:15:00,LONG,1.13140,1.13340,2.00,0.2
tr_v46_116,TRAIN,cfg_v46_top_001,2021-07-30 08:30:00,2021-07-30 10:15:00,SHORT,1.13150,1.13250,-1.00,0.2
tr_v46_117,TRAIN,cfg_v46_top_001,2021-08-04 08:30:00,2021-08-04 10:15:00,LONG,1.13160,1.13360,2.00,0.2
tr_v46_118,TRAIN,cfg_v46_top_001,2021-08-09 08:30:00,2021-08-09 10:15:00,SHORT,1.13170,1.12970,2.00,0.2
tr_v46_119,TRAIN,cfg_v46_top_001,2021-08-14 08:30:00,2021-08-14 10:15:00,LONG,1.13180,1.13380,2.00,0.2
tr_v46_120,TRAIN,cfg_v46_top_001,2021-08-19 08:30:00,2021-08-19 10:15:00,SHORT,1.13190,1.12990,2.00,0.2
tr_v46_121,TRAIN,cfg_v46_top_001,2021-08-24 08:30:00,2021-08-24 10:15:00,LONG,1.13200,1.13100,-1.00,0.2
tr_v46_122,TRAIN,cfg_v46_top_001,2021-08-29 08:30:00,2021-08-29 10:15:00,SHORT,1.13210,1.13010,2.00,0.2
tr_v46_123,TRAIN,cfg_v46_top_001,2021-09-03 08:30:00,2021-09-03 10:15:00,LONG,1.13220,1.13420,2.00,0.2
tr_v46_124,TRAIN,cfg_v46_top_001,2021-09-08 08:30:00,2021-09-08 10:15:00,SHORT,1.13230,1.13030,2.00,0.2
tr_v46_125,TRAIN,cfg_v46_top_001,2021-09-13 08:30:00,2021-09-13 10:15:00,LONG,1.13240,1.13440,2.00,0.2
tr_v46_126,VAL,cfg_v46_top_001,2021-09-18 08:30:00,2021-09-18 10:15:00,SHORT,1.13250,1.13350,-1.00,0.2
tr_v46_127,VAL,cfg_v46_top_001,2021-09-23 08:30:00,2021-09-23 10:15:00,LONG,1.13260,1.13460,2.00,0.2
tr_v46_128,VAL,cfg_v46_top_001,2021-09-28 08:30:00,2021-09-28 10:15:00,SHORT,1.13270,1.13070,2.00,0.2
tr_v46_129,VAL,cfg_v46_top_001,2021-10-03 08:30:00,2021-10-03 10:15:00,LONG,1.13280,1.13480,2.00,0.2
tr_v46_130,VAL,cfg_v46_top_001,2021-10-08 08:30:00,2021-10-08 10:15:00,SHORT,1.13290,1.13090,2.00,0.2
tr_v46_131,VAL,cfg_v46_top_001,2021-10-13 08:30:00,2021-10-13 10:15:00,LONG,1.13300,1.13200,-1.00,0.2
tr_v46_132,VAL,cfg_v46_top_001,2021-10-18 08:30:00,2021-10-18 10:15:00,SHORT,1.13310,1.13110,2.00,0.2
tr_v46_133,VAL,cfg_v46_top_001,2021-10-23 08:30:00,2021-10-23 10:15:00,LONG,1.13320,1.13520,2.00,0.2
tr_v46_134,VAL,cfg_v46_top_001,2021-10-28 08:30:00,2021-10-28 10:15:00,SHORT,1.13330,1.13130,2.00,0.2
tr_v46_135,VAL,cfg_v46_top_001,2021-11-02 08:30:00,2021-11-02 10:15:00,LONG,1.13340,1.13540,2.00,0.2
tr_v46_136,VAL,cfg_v46_top_001,2021-11-07 08:30:00,2021-11-07 10:15:00,SHORT,1.13350,1.13450,-1.00,0.2
tr_v46_137,VAL,cfg_v46_top_001,2021-11-12 08:30:00,2021-11-12 10:15:00,LONG,1.13360,1.13560,2.00,0.2
tr_v46_138,VAL,cfg_v46_top_001,2021-11-17 08:30:00,2021-11-17 10:15:00,SHORT,1.13370,1.13170,2.00,0.2
tr_v46_139,VAL,cfg_v46_top_001,2021-11-22 08:30:00,2021-11-22 10:15:00,LONG,1.13380,1.13580,2.00,0.2
tr_v46_140,VAL,cfg_v46_top_001,2021-11-27 08:30:00,2021-11-27 10:15:00,SHORT,1.13390,1.13190,2.00,0.2
tr_v46_141,VAL,cfg_v46_top_001,2021-12-02 08:30:00,2021-12-02 10:15:00,LONG,1.13400,1.13300,-1.00,0.2
tr_v46_142,VAL,cfg_v46_top_001,2021-12-07 08:30:00,2021-12-07 10:15:00,SHORT,1.13410,1.13210,2.00,0.2
tr_v46_143,VAL,cfg_v46_top_001,2021-12-12 08:30:00,2021-12-12 10:15:00,LONG,1.13420,1.13620,2.00,0.2
tr_v46_144,VAL,cfg_v46_top_001,2021-12-17 08:30:00,2021-12-17 10:15:00,SHORT,1.13430,1.13230,2.00,0.2
tr_v46_145,VAL,cfg_v46_top_001,2021-12-22 08:30:00,2021-12-22 10:15:00,LONG,1.13440,1.13640,2.00,0.2
tr_v46_146,VAL,cfg_v46_top_001,2021-12-27 08:30:00,2021-12-27 10:15:00,SHORT,1.13450,1.13550,-1.00,0.2
tr_v46_147,VAL,cfg_v46_top_001,2022-01-01 08:30:00,2022-01-01 10:15:00,LONG,1.13460,1.13660,2.00,0.2
tr_v46_148,VAL,cfg_v46_top_001,2022-01-06 08:30:00,2022-01-06 10:15:00,SHORT,1.13470,1.13270,2.00,0.2
tr_v46_149,VAL,cfg_v46_top_001,2022-01-11 08:30:00,2022-01-11 10:15:00,LONG,1.13480,1.13680,2.00,0.2
tr_v46_150,VAL,cfg_v46_top_001,2022-01-16 08:30:00,2022-01-16 10:15:00,SHORT,1.13490,1.13290,2.00,0.2
tr_v46_151,VAL,cfg_v46_top_001,2022-01-21 08:30:00,2022-01-21 10:15:00,LONG,1.13500,1.13400,-1.00,0.2
tr_v46_152,VAL,cfg_v46_top_001,2022-01-26 08:30:00,2022-01-26 10:15:00,SHORT,1.13510,1.13310,2.00,0.2
tr_v46_153,VAL,cfg_v46_top_001,2022-01-31 08:30:00,2022-01-31 10:15:00,LONG,1.13520,1.13720,2.00,0.2
tr_v46_154,VAL,cfg_v46_top_001,2022-02-05 08:30:00,2022-02-05 10:15:00,SHORT,1.13530,1.13330,2.00,0.2
tr_v46_155,VAL,cfg_v46_top_001,2022-02-10 08:30:00,2022-02-10 10:15:00,LONG,1.13540,1.13740,2.00,0.2
tr_v46_156,VAL,cfg_v46_top_001,2022-02-15 08:30:00,2022-02-15 10:15:00,SHORT,1.13550,1.13650,-1.00,0.2
tr_v46_157,VAL,cfg_v46_top_001,2022-02-20 08:30:00,2022-02-20 10:15:00,LONG,1.13560,1.13760,2.00,0.2
tr_v46_158,VAL,cfg_v46_top_001,2022-02-25 08:30:00,2022-02-25 10:15:00,SHORT,1.13570,1.13370,2.00,0.2
tr_v46_159,VAL,cfg_v46_top_001,2022-03-02 08:30:00,2022-03-02 10:15:00,LONG,1.13580,1.13780,2.00,0.2
tr_v46_160,VAL,cfg_v46_top_001,2022-03-07 08:30:00,2022-03-07 10:15:00,SHORT,1.13590,1.13390,2.00,0.2
tr_v46_161,VAL,cfg_v46_top_001,2022-03-12 08:30:00,2022-03-12 10:15:00,LONG,1.13600,1.13500,-1.00,0.2
tr_v46_162,VAL,cfg_v46_top_001,2022-03-17 08:30:00,2022-03-17 10:15:00,SHORT,1.13610,1.13410,2.00,0.2
tr_v46_163,VAL,cfg_v46_top_001,2022-03-22 08:30:00,2022-03-22 10:15:00,LONG,1.13620,1.13820,2.00,0.2
tr_v46_164,VAL,cfg_v46_top_001,2022-03-27 08:30:00,2022-03-27 10:15:00,SHORT,1.13630,1.13430,2.00,0.2
tr_v46_165,VAL,cfg_v46_top_001,2022-04-01 08:30:00,2022-04-01 10:15:00,LONG,1.13640,1.13840,2.00,0.2
tr_v46_166,VAL,cfg_v46_top_001,2022-04-06 08:30:00,2022-04-06 10:15:00,SHORT,1.13650,1.13750,-1.00,0.2
tr_v46_167,VAL,cfg_v46_top_001,2022-04-11 08:30:00,2022-04-11 10:15:00,LONG,1.13660,1.13860,2.00,0.2
tr_v46_168,VAL,cfg_v46_top_001,2022-04-16 08:30:00,2022-04-16 10:15:00,SHORT,1.13670,1.13470,2.00,0.2
tr_v46_169,VAL,cfg_v46_top_001,2022-04-21 08:30:00,2022-04-21 10:15:00,LONG,1.13680,1.13880,2.00,0.2
tr_v46_170,VAL,cfg_v46_top_001,2022-04-26 08:30:00,2022-04-26 10:15:00,SHORT,1.13690,1.13490,2.00,0.2
tr_v46_171,VAL,cfg_v46_top_001,2022-05-01 08:30:00,2022-05-01 10:15:00,LONG,1.13700,1.13600,-1.00,0.2
tr_v46_172,VAL,cfg_v46_top_001,2022-05-06 08:30:00,2022-05-06 10:15:00,SHORT,1.13710,1.13510,2.00,0.2
tr_v46_173,VAL,cfg_v46_top_001,2022-05-11 08:30:00,2022-05-11 10:15:00,LONG,1.13720,1.13920,2.00,0.2
tr_v46_174,VAL,cfg_v46_top_001,2022-05-16 08:30:00,2022-05-16 10:15:00,SHORT,1.13730,1.13530,2.00,0.2
tr_v46_175,VAL,cfg_v46_top_001,2022-05-21 08:30:00,2022-05-21 10:15:00,LONG,1.13740,1.13940,2.00,0.2
tr_v46_176,VAL,cfg_v46_top_001,2022-05-26 08:30:00,2022-05-26 10:15:00,SHORT,1.13750,1.13850,-1.00,0.2
tr_v46_177,VAL,cfg_v46_top_001,2022-05-31 08:30:00,2022-05-31 10:15:00,LONG,1.13760,1.13960,2.00,0.2
tr_v46_178,VAL,cfg_v46_top_001,2022-06-05 08:30:00,2022-06-05 10:15:00,SHORT,1.13770,1.13570,2.00,0.2
tr_v46_179,VAL,cfg_v46_top_001,2022-06-10 08:30:00,2022-06-10 10:15:00,LONG,1.13780,1.13980,2.00,0.2
tr_v46_180,VAL,cfg_v46_top_001,2022-06-15 08:30:00,2022-06-15 10:15:00,SHORT,1.13790,1.13590,2.00,0.2
tr_v46_181,VAL,cfg_v46_top_001,2022-06-20 08:30:00,2022-06-20 10:15:00,LONG,1.13800,1.13700,-1.00,0.2
tr_v46_182,VAL,cfg_v46_top_001,2022-06-25 08:30:00,2022-06-25 10:15:00,SHORT,1.13810,1.13610,2.00,0.2
tr_v46_183,VAL,cfg_v46_top_001,2022-06-30 08:30:00,2022-06-30 10:15:00,LONG,1.13820,1.14020,2.00,0.2
tr_v46_184,VAL,cfg_v46_top_001,2022-07-05 08:30:00,2022-07-05 10:15:00,SHORT,1.13830,1.13630,2.00,0.2
tr_v46_185,VAL,cfg_v46_top_001,2022-07-10 08:30:00,2022-07-10 10:15:00,LONG,1.13840,1.14040,2.00,0.2
tr_v46_186,VAL,cfg_v46_top_001,2022-07-15 08:30:00,2022-07-15 10:15:00,SHORT,1.13850,1.13950,-1.00,0.2
tr_v46_187,VAL,cfg_v46_top_001,2022-07-20 08:30:00,2022-07-20 10:15:00,LONG,1.13860,1.14060,2.00,0.2
tr_v46_188,VAL,cfg_v46_top_001,2022-07-25 08:30:00,2022-07-25 10:15:00,SHORT,1.13870,1.13670,2.00,0.2
tr_v46_189,VAL,cfg_v46_top_001,2022-07-30 08:30:00,2022-07-30 10:15:00,LONG,1.13880,1.14080,2.00,0.2
tr_v46_190,VAL,cfg_v46_top_001,2022-08-04 08:30:00,2022-08-04 10:15:00,SHORT,1.13890,1.13690,2.00,0.2
