month,trade_id,entry_time,exit_time,direction,bar_outcome,tick_outcome,bar_R,tick_R,match_status,classification,diff_bid_pips,diff_ask_pips
2024-05,2165,2024-05-20 07:09:00-04:00,2024-05-20 07:36:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.7,2.9
2024-05,2166,2024-05-21 09:00:00-04:00,2024-05-21 10:39:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,12.2,12.3
2024-05,2167,2024-05-22 13:27:00-04:00,2024-05-22 14:00:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.3,1.4
2024-05,2168,2024-05-23 07:33:00-04:00,2024-05-23 08:45:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.3,-3.2
2024-05,2169,2024-05-24 12:48:00-04:00,2024-05-26 17:00:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.0,1.2
2024-05,2170,2024-05-27 10:54:00-04:00,2024-05-27 20:00:00-04:00,LONG,FORCED_CLOSE,FORCED_CLOSE,0.237288,0.237288,MATCH,MATCH,-1.2,-1.0
2024-05,2171,2024-05-28 07:03:00-04:00,2024-05-28 07:27:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-4.7,-4.5
2024-05,2172,2024-05-29 10:21:00-04:00,2024-05-29 20:00:00-04:00,SHORT,FORCED_CLOSE,SL,1.188776,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,9.5,9.8
2024-05,2173,2024-05-30 08:30:00-04:00,2024-05-30 10:06:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-7.2,-6.1
2024-05,2174,2024-05-31 07:03:00-04:00,2024-05-31 07:24:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.3,-2.1
2024-07,2190,2024-07-01 10:09:00-04:00,2024-07-01 11:09:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,6.8,6.9
2024-07,2191,2024-07-02 09:00:00-04:00,2024-07-02 09:39:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.0,-2.9
2024-07,2192,2024-07-03 08:15:00-04:00,2024-07-03 08:42:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-7.1,-6.7
2024-07,2193,2024-07-04 10:00:00-04:00,2024-07-04 10:48:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-1.5,-1.3
2024-07,2194,2024-07-05 07:03:00-04:00,2024-07-05 08:03:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.7,2.0
2024-07,2195,2024-07-08 09:06:00-04:00,2024-07-08 10:39:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.1,4.2
2024-07,2196,2024-07-09 07:09:00-04:00,2024-07-09 09:06:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.4,1.6
2024-07,2197,2024-07-10 07:30:00-04:00,2024-07-10 07:51:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-1.8,-1.5
2024-07,2198,2024-07-12 07:54:00-04:00,2024-07-12 08:30:00-04:00,SHORT,TP,TP,1.4,1.4,MATCH,MATCH,3.2,3.3
2024-07,2199,2024-07-15 11:21:00-04:00,2024-07-15 12:42:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.5,2.7
2024-07,2200,2024-07-16 09:39:00-04:00,2024-07-16 14:36:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.2,-2.1
2024-07,2201,2024-07-18 08:15:00-04:00,2024-07-18 09:06:00-04:00,LONG,SL,SL,-1.0,-1.0,MATCH,MATCH,-7.1,-5.6
2024-07,2202,2024-07-19 07:12:00-04:00,2024-07-19 08:03:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.7,-2.5
2024-07,2203,2024-07-22 08:33:00-04:00,2024-07-22 09:21:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.6,2.7
2024-07,2204,2024-07-23 09:03:00-04:00,2024-07-23 09:12:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.8,2.0
2024-07,2205,2024-07-24 07:48:00-04:00,2024-07-24 09:42:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.5,-2.3
2024-07,2206,2024-07-25 13:27:00-04:00,2024-07-25 20:00:00-04:00,SHORT,FORCED_CLOSE,SL,0.455285,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.5,2.9
2024-07,2207,2024-07-26 10:24:00-04:00,2024-07-26 10:42:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,5.0,5.3
2024-07,2208,2024-07-29 07:00:00-04:00,2024-07-29 07:09:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.7,1.8
2024-07,2209,2024-07-30 07:06:00-04:00,2024-07-30 07:12:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.1,1.3
2024-07,2210,2024-07-31 07:42:00-04:00,2024-07-31 08:15:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.0,4.2
2024-08,2211,2024-08-01 09:00:00-04:00,2024-08-01 10:00:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,3.3,3.5
2024-08,2212,2024-08-02 07:00:00-04:00,2024-08-02 07:24:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.9,-3.7
2024-08,2213,2024-08-06 07:00:00-04:00,2024-08-06 08:18:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.3,-3.1
2024-08,2214,2024-08-07 10:18:00-04:00,2024-08-07 10:39:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.5,-3.4
2024-08,2215,2024-08-08 08:30:00-04:00,2024-08-08 09:48:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,16.5,17.1
2024-08,2216,2024-08-09 08:15:00-04:00,2024-08-09 08:36:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.0,2.3
2024-08,2217,2024-08-12 07:03:00-04:00,2024-08-12 08:42:00-04:00,LONG,SL,SL,-1.0,-1.0,MATCH,MATCH,-2.4,-2.3
2024-08,2218,2024-08-13 07:09:00-04:00,2024-08-13 07:51:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-1.0,-0.8
2024-08,2219,2024-08-14 08:03:00-04:00,2024-08-14 08:36:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,5.6,5.9
2024-08,2220,2024-08-15 08:30:00-04:00,2024-08-15 10:15:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,38.6,39.6
2024-08,2221,2024-08-16 10:00:00-04:00,2024-08-16 10:18:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,4.5,5.1
2024-08,2222,2024-08-19 07:45:00-04:00,2024-08-19 08:27:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.6,-3.4
2024-08,2223,2024-08-20 08:21:00-04:00,2024-08-20 08:57:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.1,-1.8
2024-08,2224,2024-08-21 11:24:00-04:00,2024-08-21 14:03:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-11.6,-11.4
2024-08,2225,2024-08-22 08:42:00-04:00,2024-08-22 09:03:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.8,-3.6
2024-08,2226,2024-08-23 09:57:00-04:00,2024-08-23 10:00:00-04:00,LONG,TP,TP,1.4,1.4,MATCH,MATCH,-6.2,-6.0
2024-08,2227,2024-08-26 08:30:00-04:00,2024-08-26 09:24:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,6.0,6.5
2024-08,2228,2024-08-27 07:57:00-04:00,2024-08-27 08:54:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.2,3.3
2024-08,2229,2024-08-29 11:09:00-04:00,2024-08-29 11:36:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-4.4,-4.3
2024-08,2230,2024-08-30 09:51:00-04:00,2024-08-30 10:57:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-7.7,-7.4
2024-10,2251,2024-10-01 08:15:00-04:00,2024-10-01 09:03:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.0,3.2
2024-10,2252,2024-10-02 08:15:00-04:00,2024-10-02 09:06:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,9.2,9.8
2024-10,2253,2024-10-03 08:03:00-04:00,2024-10-03 08:30:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.5,4.6
2024-10,2254,2024-10-04 08:09:00-04:00,2024-10-04 08:30:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,2.2,2.3
2024-10,2255,2024-10-07 09:54:00-04:00,2024-10-07 10:03:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.2,-3.0
2024-10,2256,2024-10-08 07:45:00-04:00,2024-10-08 08:06:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.2,-2.1
2024-10,2257,,,,BE,NO_TICK_DATA,0.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2024-10,2258,2024-10-10 10:06:00-04:00,2024-10-10 10:30:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.7,5.0
2024-10,2259,2024-10-11 07:15:00-04:00,2024-10-11 07:33:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.5,2.6
2024-10,2260,2024-10-14 08:36:00-04:00,2024-10-14 09:42:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,7.1,7.3
2024-10,2261,2024-10-15 09:24:00-04:00,2024-10-15 10:39:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.0,3.3
2024-10,2262,2024-10-16 08:36:00-04:00,2024-10-16 09:15:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.8,3.0
2024-10,2263,2024-10-17 07:54:00-04:00,2024-10-17 08:15:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.6,1.8
2024-10,2264,2024-10-18 07:54:00-04:00,2024-10-18 08:30:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,3.8,4.0
2024-10,2265,2024-10-21 10:21:00-04:00,2024-10-21 11:06:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.7,3.8
2024-10,2266,2024-10-22 08:00:00-04:00,2024-10-22 08:21:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-1.3,-1.0
2024-10,2267,2024-10-23 16:12:00-04:00,2024-10-23 16:51:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.0,1.2
2024-10,2268,2024-10-24 14:27:00-04:00,2024-10-24 15:33:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,1.2,1.4
2024-10,2269,2024-10-25 09:30:00-04:00,2024-10-25 11:36:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,1.4,1.5
2024-10,2270,2024-10-28 08:45:00-04:00,2024-10-28 10:51:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,2.6,2.8
2024-10,2271,2024-10-29 07:00:00-04:00,2024-10-29 07:33:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.4,3.6
2024-10,2272,2024-10-30 07:12:00-04:00,2024-10-30 07:51:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.5,2.6
2024-10,2273,2024-10-31 14:48:00-04:00,2024-10-31 15:03:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,6.3,6.4
2025-03,2350,2025-03-03 07:00:00-05:00,2025-03-03 07:24:00-05:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-7.5,-7.1
2025-03,2351,2025-03-04 10:42:00-05:00,2025-03-04 13:09:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-7.2,-6.7
2025-03,2352,2025-03-05 09:03:00-05:00,2025-03-05 09:39:00-05:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-22.0,-21.5
2025-03,2353,2025-03-06 10:33:00-05:00,2025-03-06 13:42:00-05:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,5.7,6.4
2025-03,2354,2025-03-07 09:00:00-05:00,2025-03-07 10:48:00-05:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-9.7,-9.3
2025-03,2355,2025-03-10 13:09:00-04:00,2025-03-10 13:51:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.8,-3.5
2025-03,2356,2025-03-11 13:06:00-04:00,2025-03-11 13:15:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.0,-2.5
2025-03,2357,2025-03-12 09:39:00-04:00,2025-03-12 10:39:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,3.2,3.4
2025-03,2358,2025-03-13 10:00:00-04:00,2025-03-13 10:18:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-12.0,-11.7
2025-03,2359,2025-03-17 08:09:00-04:00,2025-03-17 20:00:00-04:00,LONG,FORCED_CLOSE,SL,0.663317,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-4.1,-4.0
2025-03,2360,2025-03-18 09:00:00-04:00,2025-03-18 11:03:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-4.2,-3.7
2025-03,2361,2025-03-19 10:45:00-04:00,2025-03-19 11:51:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.1,4.4
2025-03,2362,2025-03-21 11:45:00-04:00,2025-03-21 11:48:00-04:00,SHORT,TP,TP,1.4,1.4,MATCH,MATCH,2.9,3.5
2025-03,2363,2025-03-24 08:57:00-04:00,2025-03-24 09:15:00-04:00,LONG,SL,SL,-1.0,-1.0,MATCH,MATCH,-4.6,-4.2
2025-03,2364,2025-03-26 09:15:00-04:00,2025-03-26 10:03:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.7,4.1
2025-03,2365,2025-03-27 07:42:00-04:00,2025-03-27 11:30:00-04:00,SHORT,SL,SL,-1.0,-1.0,MATCH,MATCH,3.1,3.4
2025-03,2366,2025-03-28 09:00:00-04:00,2025-03-28 09:06:00-04:00,LONG,BE,BE,0.0,0.4,MATCH,MATCH,2.7,2.9
2025-03,2367,2025-03-31 10:00:00-04:00,2025-03-31 10:06:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,6.3,6.6
2025-07,2427,2025-07-01 07:39:00-04:00,2025-07-01 07:54:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-5.5,-5.1
2025-07,2428,2025-07-02 07:27:00-04:00,2025-07-02 07:57:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.3,3.4
2025-07,2429,2025-07-03 07:12:00-04:00,2025-07-03 07:57:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.0,2.2
2025-07,2430,2025-07-04 09:00:00-04:00,2025-07-04 09:12:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.5,-2.3
2025-07,2431,,,,TP,NO_TICK_DATA,1.4,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2432,,,,BE,NO_TICK_DATA,0.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2433,,,,BE,NO_TICK_DATA,0.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2434,,,,SL,NO_TICK_DATA,-1.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2435,,,,BE,NO_TICK_DATA,0.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2436,,,,BE,NO_TICK_DATA,0.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2437,,,,TP,NO_TICK_DATA,1.4,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2438,,,,TP,NO_TICK_DATA,1.4,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2439,,,,SL,NO_TICK_DATA,-1.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2440,2025-07-21 08:42:00-04:00,2025-07-21 09:45:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.6,3.7
2025-07,2441,2025-07-22 09:39:00-04:00,2025-07-22 10:06:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-6.5,-6.4
2025-07,2442,,,,SL,NO_TICK_DATA,-1.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-07,2443,2025-07-24 08:27:00-04:00,2025-07-24 09:00:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,5.1,5.6
2025-07,2444,2025-07-25 07:09:00-04:00,2025-07-25 07:21:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.1,4.3
2025-07,2445,2025-07-28 07:00:00-04:00,2025-07-28 07:18:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,4.6,4.7
2025-07,2446,2025-07-29 08:06:00-04:00,2025-07-29 08:21:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,6.7,7.0
2025-07,2447,2025-07-30 16:09:00-04:00,2025-07-30 16:21:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,6.7,6.9
2025-07,2448,2025-07-31 09:00:00-04:00,2025-07-31 09:06:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.6,3.8
2025-08,2449,2025-08-01 07:27:00-04:00,2025-08-01 08:18:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,5.9,6.0
2025-08,2450,2025-08-04 07:33:00-04:00,2025-08-04 07:54:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.5,3.1
2025-08,2451,2025-08-05 07:21:00-04:00,2025-08-05 10:03:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-3.6,-3.4
2025-08,2452,2025-08-06 09:09:00-04:00,2025-08-06 10:00:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-2.1,-1.8
2025-08,2453,2025-08-07 08:15:00-04:00,2025-08-07 08:24:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-8.0,-7.7
2025-08,2454,2025-08-11 08:03:00-04:00,2025-08-11 08:24:00-04:00,SHORT,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.6,4.0
2025-08,2455,2025-08-12 08:00:00-04:00,2025-08-12 08:30:00-04:00,LONG,TP,TP,1.4,1.4,MATCH,MATCH,-3.8,-3.4
2025-08,2456,2025-08-14 08:15:00-04:00,2025-08-14 08:30:00-04:00,SHORT,TP,TP,1.4,1.4,MATCH,MATCH,4.0,4.6
2025-08,2457,,,,BE,NO_TICK_DATA,0.0,,NO_AUDITABLE,NOT_AUDITABLE,,
2025-08,2458,2025-08-18 08:57:00-04:00,2025-08-18 10:12:00-04:00,LONG,BE,SL,0.0,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,-5.0,-4.7
2025-08,2459,2025-08-19 07:27:00-04:00,2025-08-19 10:18:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,2.3,2.5
2025-08,2460,2025-08-20 08:00:00-04:00,2025-08-20 08:30:00-04:00,LONG,TP,SL,1.4,-1.0,MISMATCH,ENTRY_PRICE_FEED_DIFFERENCE,-6.2,-5.9
2025-08,2461,2025-08-21 09:39:00-04:00,2025-08-21 09:45:00-04:00,SHORT,TP,SL,1.4,-1.0,MISMATCH,LEGIT_TICK_MICROSTRUCTURE_DIFFERENCE,3.0,3.2
