trade_id,verdict
2361,LIFECYCLE_OK
2362,LIFECYCLE_OK
2363,LIFECYCLE_OK
2364,LIFECYCLE_OK
2365,LIFECYCLE_OK
2366,LIFECYCLE_OK
2426,EXIT_AFTER_ALLOWED
2427,LIFECYCLE_OK
2428,LIFECYCLE_OK
2429,LIFECYCLE_OK
2430,NOT_AUDITABLE
2431,NOT_AUDITABLE
2432,NOT_AUDITABLE
2433,NOT_AUDITABLE
2434,NOT_AUDITABLE
2435,NOT_AUDITABLE
2436,NOT_AUDITABLE
2437,NOT_AUDITABLE
2438,NOT_AUDITABLE
2439,LIFECYCLE_OK
2440,LIFECYCLE_OK
2441,NOT_AUDITABLE
2442,LIFECYCLE_OK
2443,LIFECYCLE_OK
2444,LIFECYCLE_OK
2445,EXIT_AFTER_ALLOWED
2446,LIFECYCLE_OK
2447,LIFECYCLE_OK
