family_id,config_id,sl_pips,tp_ratio,risk_per_trade
F06,F06_V50B_0107,20,2.5,0.01
F06,F06_V50B_0108,15,2.5,0.01
F06,F06_V50B_0109,20,2.5,0.01
F06,F06_V50B_0110,30,2.5,0.01
F06,F06_V50B_0111,20,1.5,0.01
F06,F06_V50B_0112,30,1.5,0.01
F06,F06_V50B_0113,15,1.5,0.01
F06,F06_V50B_0114,25,1.5,0.01
F06,F06_V50B_0115,20,2.0,0.01
F06,F06_V50B_0116,15,2.5,0.01
F06,F06_V50B_0117,20,2.0,0.01
F06,F06_V50B_0118,25,2.0,0.01
F06,F06_V50B_0119,20,2.0,0.01
F06,F06_V50B_0120,25,2.0,0.01
F06,F06_V50B_0121,15,2.0,0.01
F06,F06_V50B_0122,30,2.0,0.01
F06,F06_V50B_0123,25,2.0,0.01
F06,F06_V50B_0124,15,2.5,0.01
F06,F06_V50B_0125,20,1.5,0.01
F06,F06_V50B_0126,20,1.5,0.01
F06,F06_V50B_0127,30,2.5,0.01
F06,F06_V50B_0128,30,1.5,0.01
F06,F06_V50B_0129,30,2.0,0.01
F06,F06_V50B_0130,15,2.0,0.01
F06,F06_V50B_0131,15,2.0,0.01
F06,F06_V50B_0132,30,2.0,0.01
F06,F06_V50B_0133,25,1.5,0.01
F06,F06_V50B_0134,15,2.5,0.01
F06,F06_V50B_0135,15,2.0,0.01
F06,F06_V50B_0136,20,2.5,0.01
F06,F06_V50B_0137,25,2.0,0.01
F06,F06_V50B_0138,25,2.5,0.01
F06,F06_V50B_0139,30,2.0,0.01
F06,F06_V50B_0140,30,1.5,0.01
F06,F06_V50B_0141,15,2.5,0.01
F06,F06_V50B_0142,20,2.0,0.01
F06,F06_V50B_0143,20,2.5,0.01
F06,F06_V50B_0144,20,2.0,0.01
F06,F06_V50B_0145,25,1.5,0.01
F06,F06_V50B_0146,25,1.5,0.01
F06,F06_V50B_0147,30,2.5,0.01
F06,F06_V50B_0148,15,1.5,0.01
F06,F06_V50B_0149,20,2.0,0.01
F06,F06_V50B_0150,25,2.0,0.01
