family_id,config_id,phase,pnl_net_r,entry_time
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,2,2022-05-01
F01,F01_V50B_0002,TRAIN,-1,2022-05-01
F01,F01_V50B_0002,VAL,-1,2022-05-01
F01,F01_V50B_0002,VAL,-1,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0002,VAL,-1,2022-05-01
F01,F01_V50B_0002,VAL,-1,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0002,VAL,-1,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0002,VAL,-1,2022-05-01
F01,F01_V50B_0002,VAL,2,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,2,2022-05-01
F01,F01_V50B_0003,TRAIN,2,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,2,2022-05-01
F01,F01_V50B_0003,TRAIN,2,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,2,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,TRAIN,2,2022-05-01
F01,F01_V50B_0003,TRAIN,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,2,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,2,2022-05-01
F01,F01_V50B_0003,VAL,2,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,2,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0003,VAL,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,-1,2022-05-01
F01,F01_V50B_0004,TRAIN,2,2022-05-01
F01,F01_V50B_0004,VAL,2,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0004,VAL,2,2022-05-01
F01,F01_V50B_0004,VAL,2,2022-05-01
F01,F01_V50B_0004,VAL,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,TRAIN,-1,2022-05-01
F01,F01_V50B_0005,TRAIN,2,2022-05-01
F01,F01_V50B_0005,VAL,-1,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,-1,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,-1,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0005,VAL,-1,2022-05-01
F01,F01_V50B_0005,VAL,-1,2022-05-01
F01,F01_V50B_0005,VAL,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,-1,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,TRAIN,2,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0006,VAL,2,2022-05-01
F01,F01_V50B_0006,VAL,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,-1,2022-05-01
F01,F01_V50B_0007,TRAIN,2,2022-05-01
F01,F01_V50B_0007,VAL,-1,2022-05-01
F01,F01_V50B_0007,VAL,-1,2022-05-01
F01,F01_V50B_0007,VAL,2,2022-05-01
F01,F01_V50B_0007,VAL,-1,2022-05-01
F01,F01_V50B_0007,VAL,-1,2022-05-01
F01,F01_V50B_0007,VAL,2,2022-05-01
F01,F01_V50B_0007,VAL,2,2022-05-01
F01,F01_V50B_0007,VAL,2,2022-05-01
F01,F01_V50B_0007,VAL,-1,2022-05-01
F01,F01_V50B_0007,VAL,2,2022-05-01
F01,F01_V50B_0007,VAL,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,2,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,TRAIN,-1,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,2,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0008,VAL,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,-1,2022-05-01
F01,F01_V50B_0009,TRAIN,2,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,2,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,2,2022-05-01
F01,F01_V50B_0009,VAL,2,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,-1,2022-05-01
F01,F01_V50B_0009,VAL,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,2,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,TRAIN,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,2,2022-05-01
F01,F01_V50B_0010,VAL,-1,2022-05-01
F01,F01_V50B_0011,TRAIN,2,2022-05-01
F01,F01_V50B_0011,TRAIN,2,2022-05-01
F01,F01_V50B_0011,TRAIN,-1,2022-05-01
